WKT,transportation.sde.BMTC_LAND.objectid,transportation.sde.BMTC_LAND.kgiscode,transportation.sde.BMTC_LAND.departmentcode,transportation.sde.BMTC_LAND.kgisbmtclandid,transportation.sde.BMTC_LAND.kgisbmtclandname,transportation.sde.BMTC_LAND.kgiswardid,transportation.sde.BMTC_LAND.kgisvillageid,transportation.sde.BMTCLAND_TBL.objectid,transportation.sde.BMTCLAND_TBL.kgisbmtclandid,transportation.sde.BMTCLAND_TBL.name,transportation.sde.BMTCLAND_TBL.area_gis,transportation.sde.BMTCLAND_TBL.acre_rec,transportation.sde.BMTCLAND_TBL.gunte_rec,transportation.sde.BMTCLAND_TBL.area_sq_m,transportation.sde.BMTCLAND_TBL.survey_no,transportation.sde.BMTCLAND_TBL.hobli,transportation.sde.BMTCLAND_TBL.taluk,transportation.sde.BMTCLAND_TBL.district,transportation.sde.BMTCLAND_TBL.status,transportation.sde.BMTCLAND_TBL.category,transportation.sde.BMTCLAND_TBL.photo
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4423300320352 12.8612020590535,77.4437035690602 12.8604282958353,77.4416805102112 12.8567487696561,77.4391795834742 12.8574426876328,77.4395278657142 12.8591841026159,77.4414220360781 12.8587930484753,77.4420147276018 12.8603878168077,77.4423300320352 12.8612020590535))))","117",,"117","117",Kanaminake,,,"117","117",Kanaminake,25.94,"25",0,104985.56,"10",Kengeri,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC0193_Kanminike.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4499084731801 12.9041418182684,77.4503992267534 12.9040719351906,77.4508556136876 12.9040168561456,77.4511478424975 12.9039961862029,77.451616412215 12.9039409925319,77.45149975803 12.9028562624977,77.4508266497436 12.9030452687562,77.4508160792008 12.9030067185196,77.450517488951 12.9030787309364,77.4505585025305 12.903286328851,77.4498857574847 12.903334788314,77.4498878839862 12.9038639654846,77.4499084731801 12.9041418182684))))","118",,"118","118",Challaghatta,,,"118","118",Challaghatta,4.63,"5",0,18751.96,"13",Kengeri,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.508597311885 12.8376078351782,77.5073377738182 12.8351551808108,77.5072106687953 12.8352213383689,77.5072348251496 12.8360113140151,77.5075539236467 12.8365774575955,77.5080068395457 12.8371436020286,77.5083568192644 12.8375141691406,77.5085025525615 12.837613480042,77.508597311885 12.8376078351782))))","119",,"119","119",Agara,,,"119","119",Agara,2.8,"1",0.2,11320.58,"73",Kengeri,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC0188_Agara.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6287212235679 12.8386919882009,77.6285467982925 12.8383798682377,77.6283761609373 12.8380425697954,77.6280708771878 12.8374823274994,77.6285107655012 12.8372597003429,77.6287142741397 12.837183401367,77.6279249358288 12.8370075437357,77.6276938933784 12.8371675954499,77.6281817981188 12.8381545272471,77.6277805385091 12.8383883530844,77.6275095769716 12.8378165379185,77.6270893576026 12.8380051952873,77.6273236585201 12.8383112816666,77.6276337668271 12.8384986794017,77.6279811653528 12.8387159427596,77.6284450430682 12.8387766966151,77.6286134418852 12.8386888256029,77.6287212235679 12.8386919882009))),CURVEPOLYGON (COMPOUNDCURVE ((77.62678730061 12.836754083609,77.6252195911497 12.8363881537538,77.6251280701846 12.8365197819722,77.6262422698023 12.8369843914627,77.62678730061 12.836754083609))),CURVEPOLYGON (COMPOUNDCURVE ((77.6256932900967 12.8375341696303,77.625616415385 12.8368576006089,77.625063965411 12.837389312297,77.6251248621145 12.8376456846441,77.6251567276919 12.8377798341259,77.6256932900967 12.8375341696303))))","120",,"120","120",Betadasanapura,,,"120","120",Betadasanapura,5.29,"5",0,21425.71,"20",Begur,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC0190_Bettadasanapura.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.392184840586 12.8016367452924,77.3924990821058 12.8019290026154,77.3923730101992 12.802128009048,77.393126017774 12.8027325568236,77.3934895886117 12.8026676793808,77.3932671620564 12.8023627135028,77.3933848292523 12.8018086000252,77.392733708263 12.8011846479573,77.3921068874193 12.8012210784477,77.3923974100059 12.801617961665,77.392184840586 12.8016367452924))))","121",,"121","121",Bidadi,,,"121","121",Bidadi,3.38,"3",0.37,13694.04,"18",Bidadi,Ramanagara,Ramanagara,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.392184840586 12.8016367452924,77.3923974100059 12.801617961665,77.3921068874193 12.8012210784477,77.3920540431337 12.8011281681819,77.3918005260229 12.8009603882627,77.3915966975177 12.8006252447645,77.3915686199601 12.8005728161754,77.3912937306566 12.8001955588666,77.3906124596238 12.799837333785,77.3906023480824 12.799913094217,77.3905694734581 12.8001598389007,77.3910035529377 12.8005307039375,77.392184840586 12.8016367452924))))","122",,"122","122",Bidadi,,,"122","122",Bidadi,2.2,"2",0.12,8906.87,"17",Bidadi,Ramanagara,Ramanagara,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.3915966975177 12.8006252447645,77.3918005260229 12.8009603882627,77.3921190158474 12.8009125048377,77.3920330281845 12.8006432675443,77.3919414693688 12.8005838156819,77.3915966975177 12.8006252447645))))","123",,"123","123",Bidadi,,,"123","123",Bidadi,0.38,"0",0.14,1541.62,"16",Bidadi,Ramanagara,Ramanagara,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.7182005425536 13.2467404947269,77.7187767614488 13.2467239863496,77.7187662183497 13.2461362844713,77.7186944418707 13.2460410663284,77.7186616050043 13.2459076934807,77.7181950777781 13.2460438998031,77.7182567766452 13.2463167006687,77.7182223038142 13.246533876336,77.7182231571255 13.2466461665732,77.7182005425536 13.2467404947269))))","124",,"124","124",Devanahalli,,,"124","124",Devanahalli,1.2,"1",0.1,4849.59,"304",Devanahalli,Devanahalli,Bangalore Rural,Vacant(Under Construction),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.7170179144736 13.2475627065961,77.7175628934743 13.2475830598894,77.7176701833626 13.2474335054181,77.7177841039003 13.2472033666563,77.7178434508898 13.2470329338053,77.7179243923811 13.2465561458766,77.7179657672502 13.246403452791,77.7179651530685 13.2463505517385,77.7179584852316 13.2462801461756,77.7179398099782 13.2462509090119,77.7178970779513 13.2462021577387,77.7176738705365 13.2462767679268,77.7176803651311 13.2465220959387,77.7172757509265 13.2466962263636,77.7169492164275 13.2468654314778,77.7170179144736 13.2475627065961))))","125",,"125","125",Devanahalli,,,"125","125",Devanahalli,2.47,"1",0.22,9998.43,"305",Devanahalli,Devanahalli,Bangalore Rural,Vacant(Under Construction),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5500814128625 13.086628350199,77.5500555974415 13.0861092560578,77.5505819338203 13.0854857878442,77.5508345051698 13.0838328288695,77.5496935071846 13.0832559143738,77.5494530391815 13.0837030126816,77.549224375005 13.0841162438263,77.5491989996521 13.0846029087091,77.549195638664 13.0848669962744,77.5492624353182 13.085454005371,77.5492916611312 13.0857356385808,77.5493305391297 13.0861680645667,77.5497425141277 13.0866424656526,77.5500814128625 13.086628350199))))","126",,"126","126",Chikkabettahalli,,,"126","126",Chikkabettahalli,11.23,"10",0.23999999,45466.19,"14",Yelahanka,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0166_Chikkabettahalli.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5833055530083 13.1587236748923,77.5837785995042 13.1586685124499,77.5848026923744 13.1583013167466,77.5850540315694 13.158087819983,77.5832025828546 13.1581610369399,77.5833055530083 13.1587236748923))))","127",,"127","127",Nagadasanahalli,,,"127","127",Nagadasanahalli,2.04,"2",0.60000002,8275.49,"47",Yelahanka,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant (Compound),Vacant,DSC0172_Nagadasanahalli.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.717522417766 13.1517659990423,77.7180332764279 13.1516168155729,77.7183933126261 13.1521424550485,77.7196621805756 13.1516547261144,77.7195780346698 13.1512804459135,77.7190883437234 13.1503411153507,77.7199303772746 13.1501204986514,77.7199907193328 13.1497412834063,77.71999726073 13.1495197562638,77.7197023269565 13.1495450046542,77.719424761432 13.1497326252181,77.7187604495467 13.1496862320063,77.7191658238079 13.1507083707643,77.7173803328489 13.1510645064756,77.717522417766 13.1517659990423))))","128",,"128","128",Arebinnamangala,,,"128","128",Arebinnamangala,8.14,"7",0,32946.21,"23",Jala,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0162_Arebinnamangala.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6597783758096 13.1110950983081,77.6608799592117 13.1102240074581,77.6619231668975 13.1094242289104,77.6613269772288 13.1078098798723,77.6598230687622 13.1079030362139,77.6606581694447 13.1101067172319,77.6596697643493 13.1104006901331,77.6597783758096 13.1110950983081))))","129",,"129","129",Bagalur,,,"129","129",Bagalur,10.64,"13",0,43077.01,"271",Jala,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0163_Bhagalooru.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6571360992217 13.1198091327988,77.6578851800677 13.1199300367219,77.6583650750153 13.1213473812248,77.6596330491819 13.121114004868,77.6594348780203 13.1202913566098,77.6601446172504 13.1201031346738,77.6599221724107 13.1196902732133,77.6593388553918 13.1198387661569,77.6593472714175 13.1199692561143,77.6588645428232 13.1200704581053,77.6585465966302 13.1191940668262,77.6575829066522 13.1189085037557,77.657699959211 13.1193608783651,77.6571150812524 13.1193834044677,77.6571360992217 13.1198091327988))))","130",,"130","130",Chagalatti,,,"130","130",Chagalatti,9.51,"10",0,38491.64,"102",Jala,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0165_Chagalahatti.5.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6586061066489 13.1841181674487,77.6591825056414 13.1840293947654,77.6589210501307 13.1833307914696,77.659227950272 13.183278258085,77.6591464433718 13.1830618247781,77.6586679555826 13.1831806735113,77.6586254731511 13.1831543797047,77.6583055065981 13.1831354585925,77.6582805675546 13.1833326571647,77.6580173867698 13.1833649997057,77.6579734575058 13.1837134063511,77.6580273599027 13.1840662715629,77.6586061066489 13.1841181674487))))","131",,"131","131",Doddajala,,,"131","131",Doddajala,2.87,"2",0,11609.02,"46",Jala,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0167_Doddajala.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6469845162001 13.1273301866273,77.6469031411802 13.126454359099,77.6461231450273 13.1264515145068,77.6452914021712 13.1264492005984,77.6454637114037 13.1266611830212,77.645605638373 13.1267973949396,77.6458298108689 13.1270197122946,77.6460390824365 13.127231313955,77.6469845162001 13.1273301866273))))","132",,"132","132",Sathnur,,,"132","132",Sathnur,3.11,"3",0,12580.89,"54",Jala,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0174_Sathnoor.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5357560628041 13.1166531374366,77.5366547275818 13.1164586290289,77.5366255509094 13.1162870949515,77.53659718388 13.1159649653994,77.5365632775463 13.1157135132431,77.5365842910426 13.1156242599294,77.5366839954271 13.1155710781106,77.5371489361446 13.115391473948,77.5374302588326 13.1153303611174,77.5375333773024 13.1153047804939,77.5376229767731 13.1154881305831,77.5376848873034 13.1157208829614,77.5377056353752 13.1159110525032,77.5377699818129 13.1162883682743,77.5380234369277 13.1162496741373,77.5389566906349 13.1161071945174,77.5387533392331 13.1153401098052,77.5384541266935 13.1142114112911,77.5382829336118 13.1135656281441,77.5381985772146 13.113575640721,77.5379232378693 13.1136090608301,77.5376600819944 13.113608583713,77.5372494504369 13.1135849953665,77.5369041899246 13.1135208454457,77.5364523010507 13.1134454628607,77.5361726646992 13.113365312854,77.5359305853998 13.1132817208412,77.5356631331871 13.1131676733043,77.5352220119989 13.1129202313582,77.5350395129354 13.1128421935023,77.5348889049895 13.112819111906,77.5347512046386 13.1128327491609,77.5346545076089 13.1128736188143,77.5345952749336 13.112901836153,77.5345450297156 13.1128900490302,77.5345194680816 13.1128411711163,77.5344928036441 13.1126848350858,77.5344620008567 13.1124302816323,77.5344639700229 13.1122783500274,77.5344629160675 13.112186272017,77.5343835835386 13.1121880267627,77.5337936587516 13.1122010662301,77.5337149838934 13.1122745982476,77.5336989886256 13.112374857805,77.5337517006533 13.1125356158537,77.5338102555699 13.1127129988719,77.5338807838179 13.1129514385786,77.5339167035098 13.1131346051116,77.533917842748 13.1132458195163,77.5338560060856 13.1133020408548,77.533725976281 13.1133478097701,77.5337733556763 13.1135419870253,77.5338504694943 13.1138693414757,77.5339300926917 13.1139546608273,77.5341339331271 13.1139900499643,77.5346030226504 13.113848319141,77.5354914843289 13.1136775288532,77.5358976295442 13.1135987393847,77.5360160345817 13.113983982922,77.5360456842237 13.1143950298744,77.5362172550251 13.1150041174881,77.5363892113113 13.1156505944762,77.5356158277299 13.1158825801079,77.5357560628041 13.1166531374366))))","133",,"133","133",Byalakere,,,"133","133",Byalakere,25.62,"30",0,103682.38,"130",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0164_Byalkere 4.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5452475717745 13.1830174327579,77.5455931959311 13.1825266064627,77.5469987077623 13.1796129714922,77.5460758975572 13.1791185847343,77.5443534648177 13.1823977597589,77.5450787305642 13.1829683665346,77.5452475717745 13.1830174327579))))","134",,"134","134",Chokkanahalli,,,"134","134",Chokkanahalli,12.42,"10",0,50277.77,"6",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant (Compound),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5474183100609 13.1503716014168,77.5493125487075 13.150426929241,77.5495396118574 13.1501178424579,77.5498364118796 13.1497924515177,77.5500022718489 13.1496437243577,77.5501343213317 13.149574530443,77.5502457640367 13.1495329139155,77.5499122744151 13.1480349371547,77.5475001588118 13.1479757518197,77.5474183100609 13.1503716014168))))","135",,"135","135",Madapanahalli,,,"135","135",Madapanahalli,17.61,"18",0,71261.93,"58",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0169_Madappanahalli.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5474373271151 13.1498149226209,77.5475001588118 13.1479757518197,77.5447046602854 13.1479880534667,77.5446768450096 13.1506549992458,77.5474373271151 13.1498149226209))))","136",,"136","136",Madapanahalli,,,"136","136",Madapanahalli,18.49,"18",0.16,74841.07,"59",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant_Compound,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5053100522308 13.1268339303833,77.5058654343038 13.1269572480756,77.506389215197 13.1272147756061,77.5063982867051 13.1270560746661,77.5067585091237 13.1270616165619,77.5068288343133 13.1265139192493,77.5068294954825 13.1265087611546,77.5068871239455 13.1260474510968,77.5068987914703 13.125858436577,77.5068874922975 13.1254315757542,77.5068722900107 13.1252372395398,77.5069596233019 13.1247177621212,77.5070091142917 13.124380175548,77.5068998102758 13.1240376492345,77.5066616882754 13.1233852051314,77.5062137939412 13.1235710867237,77.5059142916089 13.1226163234155,77.5055702760471 13.1228462785748,77.505979773458 13.1239753009205,77.5061427121361 13.1243886154542,77.5064403308121 13.124385716272,77.5064956341461 13.1252733245614,77.5064176755745 13.1260649902788,77.5053058311022 13.1260045095073,77.5053100522308 13.1268339303833))))","137",,"137","137",Madhugirihalli,,,"137","137",Madhugirihalli,9.89,"9",0.27000001,40005.17,"25",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0170_Madugirihalli 1.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5067365542693 13.1272080454489,77.5072053861545 13.1271989579733,77.5073876192438 13.1261934430388,77.507569930755 13.1262118561171,77.5076105703021 13.1259298620923,77.5073837496333 13.1233055560847,77.5066987397361 13.1234867243948,77.5068995874383 13.124063302153,77.5070091142917 13.124380175548,77.5069592150592 13.1247272255511,77.5068722900107 13.1252372395398,77.5068987914703 13.125858436577,77.5068871239455 13.1260474510968,77.5068770279282 13.1261385779551,77.5067585091237 13.1270616165619,77.5067365542693 13.1272080454489))))","138",,"138","138",Madhugirihalli,,,"138","138",Madhugirihalli,6.64,"5",0.13,26854.26,"25",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0171_Madugirihalli 2.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5799672185896 13.1957056117275,77.58195671162 13.1957614417963,77.5822141599526 13.195502190419,77.5824627430565 13.1953535683683,77.5826741693806 13.1953018858891,77.5828462923252 13.1952792014829,77.5828042954888 13.1951643728818,77.5828805470739 13.1947825441672,77.5820823674369 13.1946772525642,77.5819188075065 13.1947993610661,77.5817926713054 13.1948854156065,77.5815977116378 13.1949287543219,77.5811862561348 13.1949842822781,77.5808505153123 13.1950634190517,77.5805935786577 13.1951062480667,77.5804423661196 13.1951383128244,77.5803102543435 13.1953092067789,77.5802687119133 13.1953933500961,77.580160430832 13.1955049483109,77.5800763974885 13.1956574714732,77.5799672185896 13.1957056117275))))","139",,"139","139",Sadenahalli,,,"139","139",Sadenahalli,5.59,"5",0,22620.93,"20",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5716160240303 13.193383055957,77.5720335661296 13.1934448731202,77.5739287950169 13.1927359860439,77.5746664923738 13.1924140019907,77.574808382707 13.1924512828414,77.5749349805406 13.1923859589119,77.5750864006959 13.1923456661066,77.5752856412575 13.1922730895485,77.5754590561408 13.1921724942191,77.5756683736342 13.1921489664914,77.5758013271729 13.1921904373766,77.5759448036808 13.1919251514533,77.5759490578425 13.1918648685656,77.5765692902423 13.1917501709641,77.577036285905 13.1916638606408,77.5778262896653 13.1912786693271,77.578393548097 13.1910020818504,77.5787276757508 13.1907789302168,77.5788209717893 13.190659126984,77.5789513037621 13.1904747356787,77.5794186832808 13.1901924117769,77.5792499699256 13.1899297993495,77.5787615046293 13.1901848491968,77.5785498229727 13.1904862960955,77.5783226198114 13.1905641983906,77.5780594476311 13.1907248647474,77.5775142917517 13.1908509473579,77.5765552013122 13.1910455530164,77.5765583535333 13.1912025724359,77.5765034377765 13.1913453787928,77.5764546429581 13.1914382675592,77.5763893078145 13.1915059046307,77.5762597480315 13.191556585364,77.5760162825612 13.1916163332926,77.5758969974356 13.1916699794652,77.5757689829137 13.1917211160293,77.5757365698902 13.1917048378603,77.5756486095818 13.1916885104219,77.5755777934609 13.1916840596116,77.5754680501042 13.1917060951222,77.5753535397806 13.1917520662482,77.575246363357 13.1917878387783,77.5750683014016 13.1917852560164,77.5746640065984 13.1919462789244,77.573793691154 13.1922756073064,77.5734440714731 13.1923975672957,77.5730821968695 13.1925485328695,77.5726742215624 13.192675864774,77.5725069879217 13.1927545097138,77.5722177708543 13.1928875473051,77.5719080657338 13.1929963488507,77.5717080402209 13.1932612121047,77.5716160240303 13.193383055957))))","140",,"140","140",Sadenahalli,,,"140","140",Sadenahalli,11.08,"10",0,44852.02,"24",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0173_Sadenahalli.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5657984771126 13.1855601673133,77.5665263254822 13.1855974699826,77.5665667211131 13.1848655458088,77.5665959687772 13.184377226827,77.5666140616784 13.1840806221862,77.5666390032778 13.1836610132535,77.5671608038082 13.183757826226,77.5673148910813 13.1833159156511,77.5674183487983 13.1830151644846,77.5668285224608 13.1827593601011,77.5663784595015 13.1825641691824,77.5663140034261 13.1833929421035,77.5662127520862 13.1839192086712,77.5661463728349 13.184264219148,77.5661664699555 13.1843382906245,77.5662113244936 13.1845036182113,77.5660815096266 13.1847161140943,77.5659662178335 13.1849862115257,77.5659142957373 13.1852979371965,77.5658934413175 13.1854231398521,77.5657984771126 13.1855601673133))))","141",,"141","141",Sadenahalli,,,"141","141",Sadenahalli,5.57,"6",0,22548.4,"30",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5203377986108 13.1369831719577,77.5192960852892 13.1357127761803,77.5175474314568 13.1351137180738,77.5179782293523 13.1355230137951,77.5182933927837 13.1358468993612,77.518522940208 13.1363102241838,77.5188052273062 13.1367026079221,77.5195014670003 13.1376697035045,77.5203377986108 13.1369831719577))))","142",,"142","142",Shivakote,,,"142","142",Shivakote,7.02,"6",0,28389.32,"24",Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC0175_Shivkote 2.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5430580645987 12.9912817087713,77.5444397485308 12.9912321013986,77.5442617814683 12.9902094060033,77.5436249190291 12.9903667498436,77.5434956132784 12.9906734237601,77.5434020676334 12.990698714398,77.5432348384484 12.9908024851195,77.5432159553717 12.9908259125869,77.5430383940748 12.9909715353657,77.5430516562947 12.9911806618834,77.5430580645987 12.9912817087713))))","143",,"143","143",Saneguruvanahalli,,,"143","143",Saneguruvanahalli,3.01,"3",0,12183.94,"120",Yeshwanthpura,Bangalore North,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5083463339681 13.0587703364107,77.5081343797214 13.0588305802404,77.5074270746898 13.0590294925893,77.5073808250083 13.0595916468925,77.5083252096178 13.0595003553325,77.5083463339681 13.0587703364107))))","144",,"144","144",Mallasandra,,,"144","144",Mallasandra,1.77,"2",0,7150.06,"77",Yeshwanthpura,Bangalore North,Bangalore Urban,Vacant (Bus Stand under Construction),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4419173363737 12.9732136255011,77.4426971625977 12.9728831107585,77.4427360100112 12.9725312818695,77.4427205917819 12.9720697798812,77.4417527614793 12.9722012280104,77.4415874131104 12.9712743773322,77.4415709422207 12.9709098832725,77.4412271605338 12.9709684664827,77.4418255766004 12.9729241547415,77.4418895586958 12.9731259963079,77.4419173363737 12.9732136255011))))","145",,"145","145",Kannali,,,"145","145",Kannali,3.55,"3",0.23999999,14381.2,"96",Yeshwanthpura,Bangalore North,Bangalore Urban,Depot-35 and Quarters,Depot,DSC0154_Kannali.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4432868966028 13.0250915678423,77.4438024902992 13.0251319352451,77.4435538479953 13.0242229311304,77.4444751416393 13.0243231303148,77.4439041693738 13.0226475533787,77.442919722416 13.0227654722557,77.4427963441791 13.0235766705364,77.4431648852234 13.0236181982059,77.4433265441473 13.0237705834709,77.4433035851342 13.0246746336131,77.4432868966028 13.0250915678423))))","146",,"146","146",Bettahalli,,,"146","146",Bettahalli,6.25,"6",0,25298.29,"30",Dasanpura,Bangalore North,Bangalore Urban,Vacant_Compound,Vacant,DSC0147_Bettahalli.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4426802714002 13.0155504258723,77.4432914835644 13.0154836565335,77.4430623067762 13.0134461087603,77.4423184078871 13.0134493795935,77.4429471871406 13.0154297940341,77.4426802714002 13.0155504258723))))","147",,"147","147",Bettahalli,,,"147","147",Bettahalli,3.29,"3",0,13322.67,"38",Dasanpura,Bangalore North,Bangalore Urban,Vacant_Compound,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4164705929215 13.1285677460963,77.4166861814176 13.1285218385973,77.4167104831237 13.1286038989648,77.4169738774805 13.1285754465431,77.4169982134275 13.1286653320735,77.4173691933134 13.1285855837807,77.4172759289799 13.1282455894666,77.4179460218589 13.1280863824596,77.4178393919407 13.1274178076889,77.4178072379122 13.127367078192,77.417300841099 13.1275256209543,77.4171756533524 13.1271896689237,77.4166292169389 13.1273209862597,77.4166519434984 13.1273762399725,77.4163088509708 13.127426267916,77.4164705929215 13.1285677460963))))","148",,"148","148",Bommashettihalli,,,"148","148",Bommashettihalli,4.77,"5",0.15000001,19310.02,"61",Dasanpura,Bangalore North,Bangalore Urban,Vacant_Compound,Vacant,DSC0148_Bommashettahalli 2.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4674579312099 13.009569248631,77.4677626057765 13.0085951901849,77.4670884326381 13.008750386671,77.4671873006041 13.0096221014492,77.4674579312099 13.009569248631))))","149",,"149","149",Bylakonenahalli,,,"149","149",Bylakonenahalli,1.26,"1",0.40000001,5103.54,"21",Dasanpura,Bangalore North,Bangalore Urban,Vacant_Compound,Vacant,DSC0149_Bylakonenahalli.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4441150815697 13.0737531224708,77.4443481999141 13.0746925882801,77.4450428474315 13.0746245129973,77.445133267364 13.0755953328188,77.4452617572189 13.0767707875062,77.4452855516675 13.0770658404347,77.4442392834172 13.0772063419894,77.4442763084183 13.0775286990751,77.4443351327652 13.0779363058074,77.4454854267477 13.0777844373538,77.445932765462 13.0787362219341,77.4447477375219 13.0790379008011,77.4447505869783 13.0790452465565,77.4448504740599 13.0793028370886,77.4452539920941 13.0800770647214,77.4455539232519 13.0800168285966,77.4458254625342 13.0799625009742,77.4461203973044 13.0799019420408,77.4464479289256 13.0798315227044,77.4467308436428 13.0797687387394,77.4466517942091 13.0788539101874,77.4463226963319 13.0780949007871,77.4460180506178 13.0773922862336,77.4458018878878 13.0768653809379,77.4454615862499 13.0752286206333,77.4453570253695 13.0746972953542,77.4451541774843 13.0736665362491,77.4441150815697 13.0737531224708))))","150",,"150","150",Dasanpura,,,"150","150",Dasanpura,17.54,"13",0.40000001,70969.16,"106",Dasanpura,Bangalore North,Bangalore Urban,Depot-40,Depot,DSC0150_Dasanapura.JPG
